Time,Open,High,Low,Latest,Change,%Change,Volume
"2025-10-27 22:15",98.705,98.711,98.688,98.691,-0.014,-0.01%,0
"2025-10-27 22:00",98.715,98.717,98.69,98.705,-0.011,-0.01%,0
"2025-10-27 21:45",98.7,98.717,98.699,98.716,0.016,+0.02%,0
"2025-10-27 21:30",98.673,98.71,98.673,98.7,0.027,+0.03%,0
"2025-10-27 21:15",98.658,98.68,98.655,98.673,0.015,+0.02%,0
"2025-10-27 21:00",98.688,98.689,98.643,98.658,-0.03,-0.03%,0
"2025-10-27 20:45",98.678,98.7,98.675,98.688,0.011,+0.01%,0
"2025-10-27 20:30",98.707,98.71,98.674,98.677,-0.03,-0.03%,0
"2025-10-27 20:15",98.654,98.712,98.638,98.707,0.052,+0.05%,0
"2025-10-27 20:00",98.706,98.711,98.651,98.655,-0.052,-0.05%,0
"2025-10-27 19:45",98.691,98.716,98.683,98.707,0.016,+0.02%,0
"2025-10-27 19:30",98.707,98.71,98.678,98.691,-0.016,-0.02%,0
"2025-10-27 19:15",98.735,98.743,98.698,98.707,-0.028,-0.03%,0
"2025-10-27 19:00",98.765,98.797,98.735,98.735,-0.031,-0.03%,0
"2025-10-27 18:45",98.746,98.772,98.733,98.766,-0.033,-0.03%,0
"2025-10-27 17:00",98.813,98.813,98.791,98.799,-0.013,-0.01%,0
"2025-10-27 16:45",98.812,98.816,98.809,98.812,0,0.00%,0
"2025-10-27 16:30",98.81,98.818,98.81,98.812,0.001,0.00%,0
"2025-10-27 16:15",98.813,98.815,98.81,98.811,-0.002,0.00%,0
"2025-10-27 16:00",98.82,98.821,98.811,98.813,-0.006,-0.01%,0
"2025-10-27 15:45",98.817,98.825,98.816,98.819,0.002,0.00%,0
"2025-10-27 15:30",98.791,98.826,98.791,98.817,0.026,+0.03%,0
"2025-10-27 15:15",98.815,98.816,98.791,98.791,-0.024,-0.02%,0
"2025-10-27 15:00",98.809,98.83,98.797,98.815,0.004,0.00%,0
"2025-10-27 14:45",98.824,98.831,98.801,98.811,-0.013,-0.01%,0
"2025-10-27 14:30",98.83,98.834,98.809,98.824,-0.006,-0.01%,0
"2025-10-27 14:15",98.796,98.831,98.796,98.83,0.034,+0.03%,0
"2025-10-27 14:00",98.783,98.824,98.783,98.796,0.013,+0.01%,0
"2025-10-27 13:45",98.835,98.84,98.77,98.783,-0.052,-0.05%,0
"2025-10-27 13:30",98.901,98.901,98.829,98.835,-0.065,-0.07%,0
"2025-10-27 13:15",98.884,98.904,98.879,98.9,0.016,+0.02%,0
"2025-10-27 13:00",98.879,98.898,98.876,98.884,0.005,+0.01%,0
"2025-10-27 12:45",98.888,98.89,98.876,98.879,-0.01,-0.01%,0
"2025-10-27 12:30",98.884,98.892,98.875,98.889,0.004,0.00%,0
"2025-10-27 12:15",98.863,98.894,98.862,98.885,0.023,+0.02%,0
"2025-10-27 12:00",98.87,98.871,98.843,98.862,-0.008,-0.01%,0
"2025-10-27 11:45",98.879,98.886,98.856,98.87,-0.009,-0.01%,0
"2025-10-27 11:30",98.887,98.887,98.867,98.879,-0.008,-0.01%,0
"2025-10-27 11:15",98.905,98.914,98.887,98.887,-0.018,-0.02%,0
"2025-10-27 11:00",98.905,98.923,98.89,98.905,0,0.00%,0
"2025-10-27 10:45",98.87,98.911,98.87,98.905,0.035,+0.04%,0
"2025-10-27 10:30",98.888,98.888,98.868,98.87,-0.018,-0.02%,0
"2025-10-27 10:15",98.897,98.914,98.885,98.888,-0.009,-0.01%,0
"2025-10-27 10:00",98.864,98.933,98.863,98.897,0.032,+0.03%,0
"2025-10-27 09:45",98.897,98.899,98.852,98.865,-0.033,-0.03%,0
"2025-10-27 09:30",98.872,98.903,98.867,98.898,0.026,+0.03%,0
"2025-10-27 09:15",98.876,98.905,98.863,98.872,-0.004,0.00%,0
"2025-10-27 09:00",98.893,98.924,98.875,98.876,-0.017,-0.02%,0
"2025-10-27 08:45",98.907,98.925,98.885,98.893,-0.018,-0.02%,0
"2025-10-27 08:30",98.847,98.923,98.845,98.911,0.064,+0.06%,0
"2025-10-27 08:15",98.823,98.852,98.82,98.847,0.024,+0.02%,0
"2025-10-27 08:00",98.818,98.839,98.8,98.823,0.004,0.00%,0
"2025-10-27 07:45",98.823,98.837,98.813,98.819,-0.005,-0.01%,0
"2025-10-27 07:30",98.805,98.839,98.8,98.824,0.019,+0.02%,0
"2025-10-27 07:15",98.764,98.805,98.751,98.805,0.041,+0.04%,0
"2025-10-27 07:00",98.768,98.773,98.729,98.764,-0.004,0.00%,0
"2025-10-27 06:45",98.821,98.838,98.757,98.768,-0.053,-0.05%,0
"2025-10-27 06:30",98.822,98.845,98.813,98.821,-0.001,0.00%,0
"2025-10-27 06:15",98.802,98.824,98.781,98.822,0.02,+0.02%,0
"2025-10-27 06:00",98.815,98.817,98.789,98.802,-0.013,-0.01%,0
"2025-10-27 05:45",98.81,98.825,98.805,98.815,0.005,+0.01%,0
"2025-10-27 05:30",98.829,98.843,98.798,98.81,-0.019,-0.02%,0
"2025-10-27 05:15",98.807,98.832,98.783,98.829,0.021,+0.02%,0
"2025-10-27 05:00",98.822,98.842,98.8,98.808,-0.013,-0.01%,0
"2025-10-27 04:45",98.825,98.831,98.806,98.821,-0.004,0.00%,0
"2025-10-27 04:30",98.872,98.874,98.825,98.825,-0.048,-0.05%,0
"2025-10-27 04:15",98.895,98.904,98.846,98.873,-0.022,-0.02%,0
"2025-10-27 04:00",98.908,98.919,98.879,98.895,-0.012,-0.01%,0
"2025-10-27 03:45",98.881,98.917,98.867,98.907,0.026,+0.03%,0
"2025-10-27 03:30",98.923,98.926,98.874,98.881,-0.039,-0.04%,0
"2025-10-27 03:15",98.945,98.952,98.906,98.92,-0.025,-0.03%,0
"2025-10-27 03:00",98.973,98.991,98.945,98.945,-0.027,-0.03%,0
"2025-10-27 02:45",98.936,98.973,98.928,98.972,0.037,+0.04%,0
"2025-10-27 02:30",98.969,98.971,98.916,98.935,-0.034,-0.03%,0
"2025-10-27 02:15",98.951,98.972,98.944,98.969,0.018,+0.02%,0
"2025-10-27 02:00",98.927,98.958,98.912,98.951,0.025,+0.03%,0
"2025-10-27 01:45",98.896,98.94,98.891,98.926,0.03,+0.03%,0
"2025-10-27 01:30",98.906,98.92,98.87,98.896,-0.008,-0.01%,0
"2025-10-27 01:15",98.915,98.93,98.895,98.904,-0.011,-0.01%,0
"2025-10-27 01:00",98.947,98.947,98.893,98.915,-0.033,-0.03%,0
"2025-10-27 00:45",98.963,98.968,98.948,98.948,-0.015,-0.02%,0
"2025-10-27 00:30",98.98,98.982,98.945,98.963,-0.017,-0.02%,0
"2025-10-27 00:15",98.988,98.999,98.98,98.98,-0.008,-0.01%,0
"2025-10-27 00:00",98.967,98.992,98.955,98.988,0.021,+0.02%,0
"2025-10-26 23:45",98.978,98.99,98.967,98.967,-0.011,-0.01%,0
"2025-10-26 23:30",98.966,98.99,98.961,98.978,0.012,+0.01%,0
"2025-10-26 23:15",98.973,98.982,98.956,98.966,-0.007,-0.01%,0
"2025-10-26 23:00",98.934,98.978,98.934,98.973,0.039,+0.04%,0
"2025-10-26 22:45",98.914,98.937,98.91,98.934,0.02,+0.02%,0
"2025-10-26 22:30",98.905,98.914,98.902,98.914,0.009,+0.01%,0
"2025-10-26 22:15",98.903,98.911,98.893,98.905,0.002,0.00%,0
"2025-10-26 22:00",98.906,98.909,98.896,98.903,-0.002,0.00%,0
"2025-10-26 21:45",98.905,98.912,98.9,98.905,0,0.00%,0
"2025-10-26 21:30",98.904,98.915,98.903,98.905,0.001,0.00%,0
"2025-10-26 21:15",98.898,98.908,98.894,98.904,0.005,+0.01%,0
"2025-10-26 21:00",98.844,98.899,98.84,98.899,-0.039,-0.04%,0
"2025-10-24 15:45",98.971,98.972,98.919,98.938,-0.033,-0.03%,0
"2025-10-24 15:30",98.892,98.971,98.892,98.971,0.079,+0.08%,0
"2025-10-24 15:15",98.878,98.892,98.87,98.892,0.013,+0.01%,0
"2025-10-24 15:00",98.909,98.911,98.877,98.879,-0.03,-0.03%,0
"2025-10-24 14:45",98.931,98.939,98.899,98.909,-0.021,-0.02%,0
"2025-10-24 14:30",98.945,98.956,98.929,98.93,-0.015,-0.02%,0
"2025-10-24 14:15",98.942,98.946,98.932,98.945,0.003,0.00%,0
"2025-10-24 14:00",98.952,98.952,98.931,98.942,-0.01,-0.01%,0
"2025-10-24 13:45",98.956,98.959,98.943,98.952,-0.004,0.00%,0
"2025-10-24 13:30",98.957,98.964,98.95,98.956,-0.001,0.00%,0
"2025-10-24 13:15",98.952,98.961,98.947,98.957,0.005,+0.01%,0
"2025-10-24 13:00",98.947,98.964,98.94,98.952,0.005,+0.01%,0
"2025-10-24 12:45",98.941,98.966,98.938,98.947,0.006,+0.01%,0
"2025-10-24 12:30",98.937,98.949,98.924,98.941,0.004,0.00%,0
"2025-10-24 12:15",98.933,98.951,98.932,98.937,0.004,0.00%,0
"2025-10-24 12:00",98.968,98.969,98.913,98.933,-0.035,-0.04%,0
"2025-10-24 11:45",98.99,98.99,98.961,98.968,-0.022,-0.02%,0
"2025-10-24 11:30",98.97,99.006,98.969,98.99,0.02,+0.02%,0
"2025-10-24 11:15",98.957,98.99,98.956,98.97,0.012,+0.01%,0
"2025-10-24 11:00",98.966,98.981,98.953,98.958,-0.008,-0.01%,0
"2025-10-24 10:45",98.941,98.998,98.939,98.966,0.024,+0.02%,0
"2025-10-24 10:30",98.91,98.976,98.899,98.942,0.032,+0.03%,0
"2025-10-24 10:15",98.932,98.946,98.91,98.91,-0.022,-0.02%,0
"2025-10-24 10:00",98.965,98.973,98.918,98.932,-0.033,-0.03%,0
"2025-10-24 09:45",98.949,99.021,98.944,98.965,0.02,+0.02%,0
"2025-10-24 09:30",98.95,98.988,98.937,98.945,-0.005,-0.01%,0
"2025-10-24 09:15",98.897,98.95,98.884,98.95,0.053,+0.05%,0
"2025-10-24 09:00",98.924,98.983,98.889,98.897,-0.026,-0.03%,0
"2025-10-24 08:45",98.863,98.981,98.863,98.923,0.06,+0.06%,0
"2025-10-24 08:30",98.865,98.911,98.846,98.863,-0.002,0.00%,0
"2025-10-24 08:15",98.848,98.909,98.848,98.865,0.017,+0.02%,0
"2025-10-24 08:00",98.855,98.887,98.784,98.848,-0.008,-0.01%,0
"2025-10-24 07:45",98.781,98.886,98.773,98.856,0.073,+0.07%,0
"2025-10-24 07:30",99.025,99.025,98.728,98.783,-0.243,-0.25%,0
"2025-10-24 07:15",99.038,99.066,99.018,99.026,-0.013,-0.01%,0
"2025-10-24 07:00",99.029,99.044,98.993,99.039,0.009,+0.01%,0
"2025-10-24 06:45",99.063,99.072,99.027,99.03,-0.033,-0.03%,0
"2025-10-24 06:30",99.057,99.064,99.027,99.063,0.007,+0.01%,0
"2025-10-24 06:15",99.034,99.059,99.009,99.056,0.022,+0.02%,0
"2025-10-24 06:00",99.031,99.07,99.021,99.034,0.003,0.00%,0
"2025-10-24 05:45",99.008,99.036,99.006,99.031,0.024,+0.02%,0
"2025-10-24 05:30",99.016,99.026,99.002,99.007,-0.009,-0.01%,0
"2025-10-24 05:15",99.012,99.031,99.008,99.016,0.004,0.00%,0
"2025-10-24 05:00",99.025,99.031,99.002,99.012,-0.014,-0.01%,0
"2025-10-24 04:45",99.054,99.055,99.014,99.026,-0.028,-0.03%,0
"2025-10-24 04:30",99.053,99.064,99.044,99.054,0.001,0.00%,0
"2025-10-24 04:15",99.049,99.058,99.034,99.053,0.005,+0.01%,0
"2025-10-24 04:00",99.032,99.069,99.032,99.048,0.019,+0.02%,0
"2025-10-24 03:45",99.032,99.047,99.022,99.029,-0.005,-0.01%,0
"2025-10-24 03:30",99.06,99.063,99.019,99.034,-0.025,-0.03%,0
"2025-10-24 03:15",99.015,99.074,99.008,99.059,0.045,+0.05%,0
"2025-10-24 03:00",98.974,99.014,98.95,99.014,0.039,+0.04%,0
"2025-10-24 02:45",98.946,98.987,98.933,98.975,0.03,+0.03%,0
"2025-10-24 02:30",99.021,99.021,98.902,98.945,-0.075,-0.08%,0
"2025-10-24 02:15",99.003,99.058,99.003,99.02,0.017,+0.02%,0
"2025-10-24 02:00",98.999,99.022,98.972,99.003,0.001,0.00%,0
"2025-10-24 01:45",99.019,99.033,99.002,99.002,-0.018,-0.02%,0
"2025-10-24 01:30",99.039,99.054,99.017,99.02,-0.019,-0.02%,0
"2025-10-24 01:15",99.099,99.099,99.035,99.039,-0.061,-0.06%,0
"2025-10-24 01:00",99.06,99.1,99.039,99.1,0.04,+0.04%,0
"2025-10-24 00:45",99.064,99.066,99.048,99.06,-0.004,0.00%,0
"2025-10-24 00:30",99.087,99.091,99.061,99.064,-0.022,-0.02%,0
"2025-10-24 00:15",99.046,99.086,99.044,99.086,0.04,+0.04%,0
"2025-10-24 00:00",99.038,99.054,99.038,99.046,0.007,+0.01%,0
"2025-10-23 23:45",99.043,99.05,99.035,99.039,-0.004,0.00%,0
"2025-10-23 23:30",99.042,99.044,99.035,99.043,0.001,0.00%,0
"2025-10-23 23:15",99.03,99.046,99.03,99.042,0.012,+0.01%,0
"2025-10-23 23:00",99.012,99.042,99.012,99.03,0.018,+0.02%,0
"2025-10-23 22:45",99.011,99.012,98.99,99.012,0.001,0.00%,0
"2025-10-23 22:30",99.02,99.02,99.008,99.011,-0.009,-0.01%,0
"2025-10-23 22:15",99.04,99.042,99.019,99.02,-0.02,-0.02%,0
"2025-10-23 22:00",99.04,99.04,99.03,99.04,0,0.00%,0
"2025-10-23 21:45",99.029,99.043,99.024,99.04,0.012,+0.01%,0
"2025-10-23 21:30",99.015,99.038,99.008,99.028,0.013,+0.01%,0
"2025-10-23 21:15",98.99,99.016,98.989,99.015,0.025,+0.03%,0
"2025-10-23 21:00",99.012,99.015,98.985,98.99,-0.023,-0.02%,0
"2025-10-23 20:45",98.998,99.015,98.989,99.013,0.015,+0.02%,0
"2025-10-23 20:30",98.993,99.013,98.993,98.998,0.005,+0.01%,0
"2025-10-23 20:15",98.958,99.002,98.956,98.993,0.036,+0.04%,0
"2025-10-23 20:00",98.931,98.966,98.926,98.957,0.026,+0.03%,0
"2025-10-23 19:45",98.903,98.932,98.9,98.931,0.028,+0.03%,0
"2025-10-23 19:30",98.906,98.911,98.893,98.903,-0.003,0.00%,0
"2025-10-23 19:15",98.914,98.923,98.903,98.906,-0.009,-0.01%,0
"2025-10-23 19:00",98.935,98.936,98.898,98.915,-0.02,-0.02%,0
"2025-10-23 18:45",98.931,98.937,98.923,98.935,-0.005,-0.01%,0
"2025-10-23 18:30",98.94,98.94,98.94,98.94,0.025,+0.03%,0
"2025-10-23 17:00",98.948,98.949,98.912,98.915,-0.033,-0.03%,0
"2025-10-23 16:45",98.945,98.95,98.938,98.948,0.003,0.00%,0
"2025-10-23 16:30",98.945,98.947,98.942,98.945,0,0.00%,0
"2025-10-23 16:15",98.941,98.948,98.939,98.945,0.004,0.00%,0
"2025-10-23 16:00",98.936,98.947,98.935,98.941,0.005,+0.01%,0
"2025-10-23 15:45",98.958,98.959,98.927,98.936,-0.021,-0.02%,0
"2025-10-23 15:30",98.956,98.96,98.945,98.957,0.002,0.00%,0
"2025-10-23 15:15",98.954,98.966,98.951,98.955,0.001,0.00%,0
"2025-10-23 15:00",98.942,98.964,98.942,98.954,0.013,+0.01%,0
"2025-10-23 14:45",98.934,98.949,98.93,98.941,0.007,+0.01%,0
"2025-10-23 14:30",98.944,98.949,98.933,98.934,-0.011,-0.01%,0
"2025-10-23 14:15",98.93,98.948,98.93,98.945,0.015,+0.02%,0
"2025-10-23 14:00",98.936,98.936,98.917,98.93,-0.006,-0.01%,0
"2025-10-23 13:45",98.941,98.95,98.933,98.936,-0.005,-0.01%,0
"2025-10-23 13:30",98.982,98.982,98.938,98.941,-0.041,-0.04%,0
"2025-10-23 13:15",98.98,98.986,98.964,98.982,0.002,0.00%,0
"2025-10-23 13:00",98.985,98.999,98.979,98.98,-0.005,-0.01%,0
"2025-10-23 12:45",99.009,99.01,98.984,98.985,-0.024,-0.02%,0
"2025-10-23 12:30",99.038,99.038,99.007,99.009,-0.029,-0.03%,0
"2025-10-23 12:15",99.037,99.044,99.018,99.038,0,0.00%,0
"2025-10-23 12:00",99.031,99.044,99.024,99.038,0.008,+0.01%,0
"2025-10-23 11:45",99,99.033,98.996,99.03,0.029,+0.03%,0
"2025-10-23 11:30",98.972,99.003,98.964,99.001,0.031,+0.03%,0
"2025-10-23 11:15",98.967,99,98.967,98.97,0.001,0.00%,0
"2025-10-23 11:00",98.991,98.993,98.963,98.969,-0.022,-0.02%,0
"2025-10-23 10:45",99.015,99.021,98.975,98.991,-0.025,-0.03%,0
"2025-10-23 10:30",99.007,99.025,98.98,99.016,0.009,+0.01%,0
"2025-10-23 10:15",99.018,99.026,99,99.007,-0.011,-0.01%,0
"2025-10-23 10:00",98.966,99.02,98.949,99.018,0.051,+0.05%,0
"2025-10-23 09:45",98.943,98.982,98.943,98.967,0.024,+0.02%,0
"2025-10-23 09:30",98.967,98.967,98.916,98.943,-0.025,-0.03%,0
"2025-10-23 09:15",98.973,98.989,98.961,98.968,-0.005,-0.01%,0
"2025-10-23 09:00",99.003,99.007,98.944,98.973,-0.03,-0.03%,0
"2025-10-23 08:45",98.997,99.023,98.991,99.003,0.006,+0.01%,0
"2025-10-23 08:30",98.996,99.002,98.96,98.997,0,0.00%,0
"2025-10-23 08:15",99.018,99.031,98.992,98.997,-0.021,-0.02%,0
"2025-10-23 08:00",99.021,99.03,99,99.018,-0.003,0.00%,0
"2025-10-23 07:45",99.032,99.032,98.979,99.021,-0.011,-0.01%,0
"2025-10-23 07:30",99.091,99.095,99.025,99.032,-0.059,-0.06%,0
"2025-10-23 07:15",99.092,99.134,99.086,99.091,-0.002,0.00%,0
"2025-10-23 07:00",99.117,99.117,99.074,99.093,-0.024,-0.02%,0
"2025-10-23 06:45",99.099,99.12,99.096,99.117,0.018,+0.02%,0
"2025-10-23 06:30",99.122,99.134,99.086,99.099,-0.022,-0.02%,0
"2025-10-23 06:15",99.124,99.138,99.119,99.121,-0.003,0.00%,0
"2025-10-23 06:00",99.123,99.138,99.109,99.124,0.001,0.00%,0
"2025-10-23 05:45",99.095,99.137,99.091,99.123,0.028,+0.03%,0
"2025-10-23 05:30",99.076,99.095,99.065,99.095,0.018,+0.02%,0
"2025-10-23 05:15",99.062,99.079,99.056,99.077,0.016,+0.02%,0
"2025-10-23 05:00",99.063,99.075,99.059,99.061,-0.002,0.00%,0
"2025-10-23 04:45",99.043,99.068,99.04,99.063,0.02,+0.02%,0
"2025-10-23 04:30",99.018,99.055,99.018,99.043,0.025,+0.03%,0
"2025-10-23 04:15",99.05,99.053,99.012,99.018,-0.033,-0.03%,0
"2025-10-23 04:00",99.043,99.064,99.026,99.051,0.008,+0.01%,0
"2025-10-23 03:45",99.034,99.068,99.033,99.043,0.008,+0.01%,0
"2025-10-23 03:30",98.99,99.042,98.984,99.035,0.046,+0.05%,0
"2025-10-23 03:15",99,99.017,98.977,98.989,-0.011,-0.01%,0
"2025-10-23 03:00",99.011,99.021,98.979,99,-0.011,-0.01%,0
"2025-10-23 02:45",99.037,99.043,99.002,99.011,-0.027,-0.03%,0
"2025-10-23 02:30",99.036,99.071,99.027,99.038,0.002,0.00%,0
"2025-10-23 02:15",99.043,99.048,98.995,99.036,-0.006,-0.01%,0
"2025-10-23 02:00",99.061,99.071,99.03,99.042,-0.019,-0.02%,0
"2025-10-23 01:45",99.051,99.067,99.028,99.061,0.01,+0.01%,0
"2025-10-23 01:30",99.015,99.078,99.001,99.051,0.036,+0.04%,0
"2025-10-23 01:15",99.002,99.018,98.978,99.015,0.013,+0.01%,0
"2025-10-23 01:00",99.007,99.014,98.984,99.002,-0.005,-0.01%,0
"2025-10-23 00:45",99.025,99.025,98.986,99.007,-0.018,-0.02%,0
"2025-10-23 00:30",99.022,99.038,99.021,99.025,0.003,0.00%,0
"2025-10-23 00:15",99.034,99.041,99.019,99.022,-0.011,-0.01%,0
"2025-10-23 00:00",99.034,99.04,99.025,99.033,0,0.00%,0
"2025-10-22 23:45",99.053,99.056,99.031,99.033,-0.021,-0.02%,0
"2025-10-22 23:30",99.06,99.063,99.049,99.054,-0.006,-0.01%,0
"2025-10-22 23:15",99.079,99.079,99.059,99.06,-0.019,-0.02%,0
"2025-10-22 23:00",99.078,99.101,99.077,99.079,0.001,0.00%,0
"2025-10-22 22:45",99.052,99.083,99.051,99.078,0.026,+0.03%,0
"2025-10-22 22:30",99.051,99.057,99.042,99.052,0.002,0.00%,0
"2025-10-22 22:15",99.046,99.052,99.037,99.05,0.004,0.00%,0
"2025-10-22 22:00",99.054,99.057,99.045,99.046,-0.008,-0.01%,0
"2025-10-22 21:45",99.062,99.063,99.048,99.054,-0.008,-0.01%,0
"2025-10-22 21:30",99.046,99.065,99.046,99.062,0.016,+0.02%,0
"2025-10-22 21:15",99.038,99.049,99.029,99.046,0.008,+0.01%,0
"2025-10-22 21:00",99.036,99.054,99.036,99.038,0.002,0.00%,0
"2025-10-22 20:45",99.012,99.037,98.997,99.036,0.024,+0.02%,0
"2025-10-22 20:30",99.023,99.03,99.01,99.012,-0.011,-0.01%,0
"2025-10-22 20:15",98.992,99.028,98.985,99.023,0.032,+0.03%,0
"2025-10-22 20:00",98.964,98.993,98.955,98.991,0.026,+0.03%,0
"2025-10-22 19:45",98.986,98.988,98.956,98.965,-0.022,-0.02%,0
"2025-10-22 19:30",99.002,99.003,98.983,98.987,-0.016,-0.02%,0
"2025-10-22 19:15",98.977,99.016,98.977,99.003,0.026,+0.03%,0
"2025-10-22 19:00",98.929,98.982,98.929,98.977,0.048,+0.05%,0
"2025-10-22 18:45",98.919,98.931,98.918,98.929,0.014,+0.01%,0
"2025-10-22 18:30",98.915,98.915,98.915,98.915,0.034,+0.03%,0
"2025-10-22 17:00",98.89,98.894,98.877,98.881,-0.009,-0.01%,0
"2025-10-22 16:45",98.892,98.893,98.887,98.89,-0.001,0.00%,0
"2025-10-22 16:30",98.896,98.897,98.891,98.891,-0.005,-0.01%,0
"2025-10-22 16:15",98.899,98.903,98.895,98.896,-0.004,0.00%,0
"2025-10-22 16:00",98.906,98.91,98.887,98.9,-0.007,-0.01%,0
"2025-10-22 15:45",98.895,98.915,98.895,98.907,0.012,+0.01%,0
"2025-10-22 15:30",98.901,98.911,98.894,98.895,-0.007,-0.01%,0
"2025-10-22 15:15",98.901,98.913,98.899,98.902,0,0.00%,0
"2025-10-22 15:00",98.927,98.93,98.899,98.902,-0.024,-0.02%,0
"2025-10-22 14:45",98.917,98.936,98.916,98.926,0.009,+0.01%,0
"2025-10-22 14:30",98.912,98.923,98.909,98.917,0.004,0.00%,0
"2025-10-22 14:15",98.894,98.913,98.885,98.913,0.019,+0.02%,0
"2025-10-22 14:00",98.897,98.92,98.894,98.894,-0.003,0.00%,0
"2025-10-22 13:45",98.908,98.913,98.893,98.897,-0.011,-0.01%,0
"2025-10-22 13:30",98.866,98.908,98.863,98.908,0.042,+0.04%,0
"2025-10-22 13:15",98.856,98.87,98.852,98.866,0.009,+0.01%,0
"2025-10-22 13:00",98.849,98.861,98.842,98.857,0.008,+0.01%,0
"2025-10-22 12:45",98.835,98.854,98.832,98.849,0.014,+0.01%,0
"2025-10-22 12:30",98.835,98.85,98.813,98.835,0,0.00%,0
"2025-10-22 12:15",98.836,98.849,98.82,98.835,-0.001,0.00%,0
"2025-10-22 12:00",98.811,98.86,98.806,98.836,0.025,+0.03%,0
"2025-10-22 11:45",98.813,98.821,98.79,98.811,-0.003,0.00%,0
"2025-10-22 11:30",98.841,98.843,98.786,98.814,-0.027,-0.03%,0
"2025-10-22 11:15",98.854,98.855,98.837,98.841,-0.014,-0.01%,0
"2025-10-22 11:00",98.861,98.871,98.84,98.855,-0.005,-0.01%,0
"2025-10-22 10:45",98.843,98.877,98.839,98.86,0.015,+0.02%,0
"2025-10-22 10:30",98.856,98.88,98.825,98.845,-0.012,-0.01%,0
"2025-10-22 10:15",98.879,98.892,98.836,98.857,-0.023,-0.02%,0
"2025-10-22 10:00",98.889,98.895,98.843,98.88,-0.008,-0.01%,0
"2025-10-22 09:45",98.955,98.969,98.887,98.888,-0.067,-0.07%,0
"2025-10-22 09:30",98.932,98.977,98.929,98.955,0.024,+0.02%,0
"2025-10-22 09:15",98.985,99,98.929,98.931,-0.054,-0.05%,0
"2025-10-22 09:00",99.007,99.008,98.969,98.985,-0.022,-0.02%,0
"2025-10-22 08:45",99.016,99.031,98.999,99.007,-0.008,-0.01%,0
"2025-10-22 08:30",99.054,99.056,98.987,99.015,-0.039,-0.04%,0
"2025-10-22 08:15",99.087,99.106,99.051,99.054,-0.031,-0.03%,0
"2025-10-22 08:00",99.091,99.109,99.065,99.085,-0.006,-0.01%,0
"2025-10-22 07:45",99.12,99.139,99.055,99.091,-0.029,-0.03%,0
"2025-10-22 07:30",99.056,99.12,99.046,99.12,0.064,+0.06%,0
"2025-10-22 07:15",99.035,99.09,99.026,99.056,0.021,+0.02%,0
"2025-10-22 07:00",99.083,99.087,99.035,99.035,-0.049,-0.05%,0
"2025-10-22 06:45",99.081,99.094,99.057,99.084,0.003,0.00%,0
"2025-10-22 06:30",99.099,99.104,99.064,99.081,-0.018,-0.02%,0
"2025-10-22 06:15",99.077,99.099,99.065,99.099,0.022,+0.02%,0
"2025-10-22 06:00",99.087,99.09,99.061,99.077,-0.01,-0.01%,0
"2025-10-22 05:45",99.087,99.094,99.065,99.087,-0.001,0.00%,0
"2025-10-22 05:30",99.083,99.098,99.076,99.088,0.004,0.00%,0
"2025-10-22 05:15",99.041,99.092,99.036,99.084,0.043,+0.04%,0
"2025-10-22 05:00",99.029,99.053,99.004,99.041,0.012,+0.01%,0
"2025-10-22 04:45",99.016,99.036,99.01,99.029,0.013,+0.01%,0
"2025-10-22 04:30",99.01,99.021,98.995,99.016,0.006,+0.01%,0
"2025-10-22 04:15",98.998,99.043,98.998,99.01,0.012,+0.01%,0
"2025-10-22 04:00",99.002,99.007,98.973,98.998,-0.003,0.00%,0
"2025-10-22 03:45",99.041,99.044,98.98,99.001,-0.04,-0.04%,0
"2025-10-22 03:30",99.003,99.046,99.003,99.041,0.038,+0.04%,0
"2025-10-22 03:15",99.045,99.058,98.99,99.003,-0.042,-0.04%,0
"2025-10-22 03:00",98.986,99.047,98.986,99.045,0.059,+0.06%,0
"2025-10-22 02:45",98.946,98.986,98.936,98.986,0.04,+0.04%,0
"2025-10-22 02:30",98.98,98.982,98.94,98.946,-0.035,-0.04%,0
"2025-10-22 02:15",98.968,98.997,98.948,98.981,0.012,+0.01%,0
"2025-10-22 02:00",98.917,98.983,98.898,98.969,0.052,+0.05%,0
"2025-10-22 01:45",98.897,98.932,98.876,98.917,0.02,+0.02%,0
"2025-10-22 01:30",98.906,98.915,98.875,98.897,-0.01,-0.01%,0
"2025-10-22 01:15",98.929,98.949,98.892,98.907,-0.022,-0.02%,0
"2025-10-22 01:00",98.859,98.951,98.858,98.929,0.071,+0.07%,0
"2025-10-22 00:45",98.86,98.868,98.846,98.858,-0.002,0.00%,0
"2025-10-22 00:30",98.847,98.863,98.841,98.86,0.013,+0.01%,0
"2025-10-22 00:15",98.848,98.859,98.843,98.847,0.001,0.00%,0
"2025-10-22 00:00",98.884,98.884,98.844,98.846,-0.038,-0.04%,0
"2025-10-21 23:45",98.893,98.896,98.882,98.884,-0.009,-0.01%,0
"2025-10-21 23:30",98.907,98.907,98.892,98.893,-0.013,-0.01%,0
"2025-10-21 23:15",98.902,98.918,98.894,98.906,0.004,0.00%,0
"2025-10-21 23:00",98.903,98.914,98.888,98.902,-0.001,0.00%,0
"2025-10-21 22:45",98.89,98.905,98.883,98.903,0.013,+0.01%,0
